year,category,motivation,fullName,gender,Question,Answer
1974,physics,for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars,Martin Ryle,male,Who won a Nobel Prize for physics in 1974?,Martin Ryle won a Nobel Prize for physics in 1974 for for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Konrad Lorenz,male,Who won a Nobel Prize for medicine in 1973?,Konrad Lorenz won a Nobel Prize for medicine in 1973 for for their discoveries concerning organization and elicitation of individual and social behaviour patterns
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Karl von Frisch,male,Who won a Nobel Prize for medicine in 1973?,Karl von Frisch won a Nobel Prize for medicine in 1973 for for their discoveries concerning organization and elicitation of individual and social behaviour patterns
1973,peace,for jointly having negotiated a cease fire in Vietnam in 1973,Henry Kissinger,male,Who won a Nobel Prize for peace in 1973?,Henry Kissinger won a Nobel Prize for peace in 1973 for for jointly having negotiated a cease fire in Vietnam in 1973
1973,economics,for the development of the input-output method and for its application to important economic problems,Wassily Leontief,male,Who won a Nobel Prize for economics in 1973?,Wassily Leontief won a Nobel Prize for economics in 1973 for for the development of the input-output method and for its application to important economic problems
1973,literature,for an epic and psychological narrative art which has introduced a new continent into literature,Patrick White,male,Who won a Nobel Prize for literature in 1973?,Patrick White won a Nobel Prize for literature in 1973 for for an epic and psychological narrative art which has introduced a new continent into literature
1973,peace,for jointly having negotiated a cease fire in Vietnam in 1973,Le Duc Tho ,male,Who won a Nobel Prize for peace in 1973?,Le Duc Tho  won a Nobel Prize for peace in 1973 for for jointly having negotiated a cease fire in Vietnam in 1973
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Nikolaas Tinbergen,male,Who won a Nobel Prize for medicine in 1973?,Nikolaas Tinbergen won a Nobel Prize for medicine in 1973 for for their discoveries concerning organization and elicitation of individual and social behaviour patterns
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,Geoffrey Wilkinson,male,Who won a Nobel Prize for chemistry in 1973?,Geoffrey Wilkinson won a Nobel Prize for chemistry in 1973 for for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,Ernst Otto Fischer,male,Who won a Nobel Prize for chemistry in 1973?,Ernst Otto Fischer won a Nobel Prize for chemistry in 1973 for for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds
1973,physics,for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects,Brian D. Josephson,male,Who won a Nobel Prize for physics in 1973?,Brian D. Josephson won a Nobel Prize for physics in 1973 for for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,Ivar Giaever,male,Who won a Nobel Prize for physics in 1973?,Ivar Giaever won a Nobel Prize for physics in 1973 for for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,Leo Esaki,male,Who won a Nobel Prize for physics in 1973?,Leo Esaki won a Nobel Prize for physics in 1973 for for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively
1972,literature,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,Heinrich Boll,male,Who won a Nobel Prize for literature in 1972?,Heinrich Boll won a Nobel Prize for literature in 1972 for for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,Kenneth J. Arrow,male,Who won a Nobel Prize for economics in 1972?,Kenneth J. Arrow won a Nobel Prize for economics in 1972 for for their pioneering contributions to general economic equilibrium theory and welfare theory
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,John R. Hicks,male,Who won a Nobel Prize for economics in 1972?,John R. Hicks won a Nobel Prize for economics in 1972 for for their pioneering contributions to general economic equilibrium theory and welfare theory
1972,medicine,for their discoveries concerning the chemical structure of antibodies,Rodney R. Porter,male,Who won a Nobel Prize for medicine in 1972?,Rodney R. Porter won a Nobel Prize for medicine in 1972 for for their discoveries concerning the chemical structure of antibodies
1972,medicine,for their discoveries concerning the chemical structure of antibodies,Gerald M. Edelman,male,Who won a Nobel Prize for medicine in 1972?,Gerald M. Edelman won a Nobel Prize for medicine in 1972 for for their discoveries concerning the chemical structure of antibodies
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,William H. Stein,male,Who won a Nobel Prize for chemistry in 1972?,William H. Stein won a Nobel Prize for chemistry in 1972 for for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,Stanford Moore,male,Who won a Nobel Prize for chemistry in 1972?,Stanford Moore won a Nobel Prize for chemistry in 1972 for for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
1972,chemistry,for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation,Christian Anfinsen,male,Who won a Nobel Prize for chemistry in 1972?,Christian Anfinsen won a Nobel Prize for chemistry in 1972 for for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,Robert Schrieffer,male,Who won a Nobel Prize for physics in 1972?,Robert Schrieffer won a Nobel Prize for physics in 1972 for for their jointly developed theory of superconductivity usually called the BCS-theory
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,Leon N. Cooper,male,Who won a Nobel Prize for physics in 1972?,Leon N. Cooper won a Nobel Prize for physics in 1972 for for their jointly developed theory of superconductivity usually called the BCS-theory
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,John Bardeen,male,Who won a Nobel Prize for physics in 1972?,John Bardeen won a Nobel Prize for physics in 1972 for for their jointly developed theory of superconductivity usually called the BCS-theory
1971,peace,for paving the way for a meaningful dialogue between East and West,Willy Brandt,male,Who won a Nobel Prize for peace in 1971?,Willy Brandt won a Nobel Prize for peace in 1971 for for paving the way for a meaningful dialogue between East and West
1971,economics,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,Simon Kuznets,male,Who won a Nobel Prize for economics in 1971?,Simon Kuznets won a Nobel Prize for economics in 1971 for for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development
1971,literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,Pablo Neruda,male,Who won a Nobel Prize for literature in 1971?,Pablo Neruda won a Nobel Prize for literature in 1971 for for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams
1971,medicine,for his discoveries concerning the mechanisms of the action of hormones,Earl W. Sutherland Jr.,male,Who won a Nobel Prize for medicine in 1971?,Earl W. Sutherland Jr. won a Nobel Prize for medicine in 1971 for for his discoveries concerning the mechanisms of the action of hormones
1971,chemistry,for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals,Gerhard Herzberg,male,Who won a Nobel Prize for chemistry in 1971?,Gerhard Herzberg won a Nobel Prize for chemistry in 1971 for for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals
1971,physics,for his invention and development of the holographic method,Dennis Gabor,male,Who won a Nobel Prize for physics in 1971?,Dennis Gabor won a Nobel Prize for physics in 1971 for for his invention and development of the holographic method
1970,physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,Louis Neel,male,Who won a Nobel Prize for physics in 1970?,Louis Neel won a Nobel Prize for physics in 1970 for for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics
1970,physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,Hannes Alfven,male,Who won a Nobel Prize for physics in 1970?,Hannes Alfven won a Nobel Prize for physics in 1970 for for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics
1970,economics,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,Paul A. Samuelson,male,Who won a Nobel Prize for economics in 1970?,Paul A. Samuelson won a Nobel Prize for economics in 1970 for for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science
1970,literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature,Alexandr Solzhenitsyn,male,Who won a Nobel Prize for literature in 1970?,Alexandr Solzhenitsyn won a Nobel Prize for literature in 1970 for for the ethical force with which he has pursued the indispensable traditions of Russian literature
1970,peace,for having given a well-founded hope - the green revolution,Norman Borlaug,male,Who won a Nobel Prize for peace in 1970?,Norman Borlaug won a Nobel Prize for peace in 1970 for for having given a well-founded hope - the green revolution
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,Julius Axelrod,male,Who won a Nobel Prize for medicine in 1970?,Julius Axelrod won a Nobel Prize for medicine in 1970 for for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,Ulf von Euler,male,Who won a Nobel Prize for medicine in 1970?,Ulf von Euler won a Nobel Prize for medicine in 1970 for for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,Sir Bernard Katz,male,Who won a Nobel Prize for medicine in 1970?,Sir Bernard Katz won a Nobel Prize for medicine in 1970 for for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation
1970,chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,Luis Leloir,male,Who won a Nobel Prize for chemistry in 1970?,Luis Leloir won a Nobel Prize for chemistry in 1970 for for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,Jan Tinbergen,male,Who won a Nobel Prize for economics in 1969?,Jan Tinbergen won a Nobel Prize for economics in 1969 for for having developed and applied dynamic models for the analysis of economic processes
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,Ragnar Frisch,male,Who won a Nobel Prize for economics in 1969?,Ragnar Frisch won a Nobel Prize for economics in 1969 for for having developed and applied dynamic models for the analysis of economic processes
1969,literature,for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation,Samuel Beckett,male,Who won a Nobel Prize for literature in 1969?,Samuel Beckett won a Nobel Prize for literature in 1969 for for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation
1969,peace,for creating international legislation insuring certain norms for working conditions in every country,International Labour Organization ,org,Who won a Nobel Prize for peace in 1969?,International Labour Organization  won a Nobel Prize for peace in 1969 for for creating international legislation insuring certain norms for working conditions in every country
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Salvador E. Luria,male,Who won a Nobel Prize for medicine in 1969?,Salvador E. Luria won a Nobel Prize for medicine in 1969 for for their discoveries concerning the replication mechanism and the genetic structure of viruses
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Alfred D. Hershey,male,Who won a Nobel Prize for medicine in 1969?,Alfred D. Hershey won a Nobel Prize for medicine in 1969 for for their discoveries concerning the replication mechanism and the genetic structure of viruses
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Max Delbrck,male,Who won a Nobel Prize for medicine in 1969?,Max Delbrck won a Nobel Prize for medicine in 1969 for for their discoveries concerning the replication mechanism and the genetic structure of viruses
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,Odd Hassel,male,Who won a Nobel Prize for chemistry in 1969?,Odd Hassel won a Nobel Prize for chemistry in 1969 for for their contributions to the development of the concept of conformation and its application in chemistry
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,Derek Barton,male,Who won a Nobel Prize for chemistry in 1969?,Derek Barton won a Nobel Prize for chemistry in 1969 for for their contributions to the development of the concept of conformation and its application in chemistry
1969,physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions,Murray Gell-Mann,male,Who won a Nobel Prize for physics in 1969?,Murray Gell-Mann won a Nobel Prize for physics in 1969 for for his contributions and discoveries concerning the classification of elementary particles and their interactions
1968,literature,for his narrative mastery which with great sensibility expresses the essence of the Japanese mind,Yasunari Kawabata,male,Who won a Nobel Prize for literature in 1968?,Yasunari Kawabata won a Nobel Prize for literature in 1968 for for his narrative mastery which with great sensibility expresses the essence of the Japanese mind
1968,peace,for his struggle to ensure the rights of man as stipulated in the UN Declaration,Ren Cassin,male,Who won a Nobel Prize for peace in 1968?,Ren Cassin won a Nobel Prize for peace in 1968 for for his struggle to ensure the rights of man as stipulated in the UN Declaration
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,Marshall W. Nirenberg,male,Who won a Nobel Prize for medicine in 1968?,Marshall W. Nirenberg won a Nobel Prize for medicine in 1968 for for their interpretation of the genetic code and its function in protein synthesis
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,H. Gobind Khorana,male,Who won a Nobel Prize for medicine in 1968?,H. Gobind Khorana won a Nobel Prize for medicine in 1968 for for their interpretation of the genetic code and its function in protein synthesis
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,Robert W. Holley,male,Who won a Nobel Prize for medicine in 1968?,Robert W. Holley won a Nobel Prize for medicine in 1968 for for their interpretation of the genetic code and its function in protein synthesis
1968,chemistry,for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes,Lars Onsager,male,Who won a Nobel Prize for chemistry in 1968?,Lars Onsager won a Nobel Prize for chemistry in 1968 for for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes
1968,physics,for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis,Luis Alvarez,male,Who won a Nobel Prize for physics in 1968?,Luis Alvarez won a Nobel Prize for physics in 1968 for for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,Manfred Eigen,male,Who won a Nobel Prize for chemistry in 1967?,Manfred Eigen won a Nobel Prize for chemistry in 1967 for for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy
1967,literature,for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America,Miguel Angel Asturias,male,Who won a Nobel Prize for literature in 1967?,Miguel Angel Asturias won a Nobel Prize for literature in 1967 for for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,George Wald,male,Who won a Nobel Prize for medicine in 1967?,George Wald won a Nobel Prize for medicine in 1967 for for their discoveries concerning the primary physiological and chemical visual processes in the eye
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Keffer Hartline,male,Who won a Nobel Prize for medicine in 1967?,Keffer Hartline won a Nobel Prize for medicine in 1967 for for their discoveries concerning the primary physiological and chemical visual processes in the eye
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Ragnar Granit,male,Who won a Nobel Prize for medicine in 1967?,Ragnar Granit won a Nobel Prize for medicine in 1967 for for their discoveries concerning the primary physiological and chemical visual processes in the eye
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,George Porter,male,Who won a Nobel Prize for chemistry in 1967?,George Porter won a Nobel Prize for chemistry in 1967 for for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,Ronald G.W. Norrish,male,Who won a Nobel Prize for chemistry in 1967?,Ronald G.W. Norrish won a Nobel Prize for chemistry in 1967 for for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy
1967,physics,for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars,Hans Bethe,male,Who won a Nobel Prize for physics in 1967?,Hans Bethe won a Nobel Prize for physics in 1967 for for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars
1966,physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms,Alfred Kastler,male,Who won a Nobel Prize for physics in 1966?,Alfred Kastler won a Nobel Prize for physics in 1966 for for the discovery and development of optical methods for studying Hertzian resonances in atoms
1966,literature,for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength,Nelly Sachs,female,Who won a Nobel Prize for literature in 1966?,Nelly Sachs won a Nobel Prize for literature in 1966 for for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength
1966,literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,Shmuel Agnon,male,Who won a Nobel Prize for literature in 1966?,Shmuel Agnon won a Nobel Prize for literature in 1966 for for his profoundly characteristic narrative art with motifs from the life of the Jewish people
1966,medicine,for his discoveries concerning hormonal treatment of prostatic cancer,Charles B. Huggins,male,Who won a Nobel Prize for medicine in 1966?,Charles B. Huggins won a Nobel Prize for medicine in 1966 for for his discoveries concerning hormonal treatment of prostatic cancer
1966,medicine,for his discovery of tumour-inducing viruses,Peyton Rous,male,Who won a Nobel Prize for medicine in 1966?,Peyton Rous won a Nobel Prize for medicine in 1966 for for his discovery of tumour-inducing viruses
1966,chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,Robert S. Mulliken,male,Who won a Nobel Prize for chemistry in 1966?,Robert S. Mulliken won a Nobel Prize for chemistry in 1966 for for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method
1965,literature,for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people,Mikhail Sholokhov,male,Who won a Nobel Prize for literature in 1965?,Mikhail Sholokhov won a Nobel Prize for literature in 1965 for for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people
1965,peace,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,United Nations Children's Fund ,org,Who won a Nobel Prize for peace in 1965?,United Nations Children's Fund  won a Nobel Prize for peace in 1965 for for its effort to enhance solidarity between nations and reduce the difference between rich and poor states
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Jacques Monod,male,Who won a Nobel Prize for medicine in 1965?,Jacques Monod won a Nobel Prize for medicine in 1965 for for their discoveries concerning genetic control of enzyme and virus synthesis
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Andr Lwoff,male,Who won a Nobel Prize for medicine in 1965?,Andr Lwoff won a Nobel Prize for medicine in 1965 for for their discoveries concerning genetic control of enzyme and virus synthesis
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Franois Jacob,male,Who won a Nobel Prize for medicine in 1965?,Franois Jacob won a Nobel Prize for medicine in 1965 for for their discoveries concerning genetic control of enzyme and virus synthesis
1965,chemistry,for his outstanding achievements in the art of organic synthesis,Robert B. Woodward,male,Who won a Nobel Prize for chemistry in 1965?,Robert B. Woodward won a Nobel Prize for chemistry in 1965 for for his outstanding achievements in the art of organic synthesis
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,Richard P. Feynman,male,Who won a Nobel Prize for physics in 1965?,Richard P. Feynman won a Nobel Prize for physics in 1965 for for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,Julian Schwinger,male,Who won a Nobel Prize for physics in 1965?,Julian Schwinger won a Nobel Prize for physics in 1965 for for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,Sin-Itiro Tomonaga,male,Who won a Nobel Prize for physics in 1965?,Sin-Itiro Tomonaga won a Nobel Prize for physics in 1965 for for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Feodor Lynen,male,Who won a Nobel Prize for medicine in 1964?,Feodor Lynen won a Nobel Prize for medicine in 1964 for for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
1964,literature,for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age,Jean-Paul Sartre,male,Who won a Nobel Prize for literature in 1964?,Jean-Paul Sartre won a Nobel Prize for literature in 1964 for for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age
1964,peace,for his non-violent struggle for civil rights for the Afro-American population,Martin Luther King Jr.,male,Who won a Nobel Prize for peace in 1964?,Martin Luther King Jr. won a Nobel Prize for peace in 1964 for for his non-violent struggle for civil rights for the Afro-American population
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Konrad Bloch,male,Who won a Nobel Prize for medicine in 1964?,Konrad Bloch won a Nobel Prize for medicine in 1964 for for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
1964,chemistry,for her determinations by X-ray techniques of the structures of important biochemical substances,Dorothy Crowfoot Hodgkin,female,Who won a Nobel Prize for chemistry in 1964?,Dorothy Crowfoot Hodgkin won a Nobel Prize for chemistry in 1964 for for her determinations by X-ray techniques of the structures of important biochemical substances
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,Aleksandr M. Prokhorov,male,Who won a Nobel Prize for physics in 1964?,Aleksandr M. Prokhorov won a Nobel Prize for physics in 1964 for for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,Nicolay G. Basov,male,Who won a Nobel Prize for physics in 1964?,Nicolay G. Basov won a Nobel Prize for physics in 1964 for for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,Charles H. Townes,male,Who won a Nobel Prize for physics in 1964?,Charles H. Townes won a Nobel Prize for physics in 1964 for for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,Karl Ziegler,male,Who won a Nobel Prize for chemistry in 1963?,Karl Ziegler won a Nobel Prize for chemistry in 1963 for for their discoveries in the field of the chemistry and technology of high polymers
1963,literature,for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture,Giorgos Seferis,male,Who won a Nobel Prize for literature in 1963?,Giorgos Seferis won a Nobel Prize for literature in 1963 for for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture
1963,peace,for promoting the principles of the Geneva Convention and cooperation with the UN,League of Red Cross Societies ,org,Who won a Nobel Prize for peace in 1963?,League of Red Cross Societies  won a Nobel Prize for peace in 1963 for for promoting the principles of the Geneva Convention and cooperation with the UN
1963,peace,for promoting the principles of the Geneva Convention and cooperation with the UN,International Committee of the Red Cross ,org,Who won a Nobel Prize for peace in 1963?,International Committee of the Red Cross  won a Nobel Prize for peace in 1963 for for promoting the principles of the Geneva Convention and cooperation with the UN
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Andrew Huxley,male,Who won a Nobel Prize for medicine in 1963?,Andrew Huxley won a Nobel Prize for medicine in 1963 for for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Alan Hodgkin,male,Who won a Nobel Prize for medicine in 1963?,Alan Hodgkin won a Nobel Prize for medicine in 1963 for for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Sir John Eccles,male,Who won a Nobel Prize for medicine in 1963?,Sir John Eccles won a Nobel Prize for medicine in 1963 for for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,Giulio Natta,male,Who won a Nobel Prize for chemistry in 1963?,Giulio Natta won a Nobel Prize for chemistry in 1963 for for their discoveries in the field of the chemistry and technology of high polymers
1963,physics,for their discoveries concerning nuclear shell structure,J. Hans D. Jensen,male,Who won a Nobel Prize for physics in 1963?,J. Hans D. Jensen won a Nobel Prize for physics in 1963 for for their discoveries concerning nuclear shell structure
1963,physics,for their discoveries concerning nuclear shell structure,Maria Goeppert Mayer,female,Who won a Nobel Prize for physics in 1963?,Maria Goeppert Mayer won a Nobel Prize for physics in 1963 for for their discoveries concerning nuclear shell structure
1963,physics,for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles,Eugene Wigner,male,Who won a Nobel Prize for physics in 1963?,Eugene Wigner won a Nobel Prize for physics in 1963 for for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles
1962,literature,for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception,John Steinbeck,male,Who won a Nobel Prize for literature in 1962?,John Steinbeck won a Nobel Prize for literature in 1962 for for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Maurice Wilkins,male,Who won a Nobel Prize for medicine in 1962?,Maurice Wilkins won a Nobel Prize for medicine in 1962 for for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,James Watson,male,Who won a Nobel Prize for medicine in 1962?,James Watson won a Nobel Prize for medicine in 1962 for for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Francis Crick,male,Who won a Nobel Prize for medicine in 1962?,Francis Crick won a Nobel Prize for medicine in 1962 for for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
1962,chemistry,for their studies of the structures of globular proteins,John C. Kendrew,male,Who won a Nobel Prize for chemistry in 1962?,John C. Kendrew won a Nobel Prize for chemistry in 1962 for for their studies of the structures of globular proteins
1962,chemistry,for their studies of the structures of globular proteins,Max F. Perutz,male,Who won a Nobel Prize for chemistry in 1962?,Max F. Perutz won a Nobel Prize for chemistry in 1962 for for their studies of the structures of globular proteins
1962,peace,for his fight against the nuclear arms race between East and West,Linus Pauling,male,Who won a Nobel Prize for peace in 1962?,Linus Pauling won a Nobel Prize for peace in 1962 for for his fight against the nuclear arms race between East and West
1962,physics,for his pioneering theories for condensed matter especially liquid helium,Lev Landau,male,Who won a Nobel Prize for physics in 1962?,Lev Landau won a Nobel Prize for physics in 1962 for for his pioneering theories for condensed matter especially liquid helium
1961,medicine,for his discoveries of the physical mechanism of stimulation within the cochlea,Georg von Bekesy,male,Who won a Nobel Prize for medicine in 1961?,Georg von Bekesy won a Nobel Prize for medicine in 1961 for for his discoveries of the physical mechanism of stimulation within the cochlea
